FileName,GUID,FileName Path,FileName Version,Created DateTime,Updated DateTime,Created By,Updated By,RawOCR
= Provision user permissions
to content

= Comply with information
governance and records
management policies by
applying retention policies
to content

= Implement sophisticated
auditing policies
= Archive content to tiered

storage

= Respond to Legal eDiscovery
requests for with speed and
precision
DocAve Capabilities

Migration

Seamlessly migrate enterprise content from legacy systems or
previous SharePoint versions into SharePoint Server 2013,

SharePoint Server 2010, or SharePoint Online with full fidelity
for swift reorganization and streamlined content propagation.

» Migrators
* Documentum eRoom Migrator * Oracle/Stellent Migrator
* EMC Documentum Migrator © Quickr Migrator
© Exchange Public Folder Migrator » SharePoint Migrator
° File System Migrator ¢ Vignette Migrator
¢ Livelink Migrator © Website Migrator*

¢ Lotus Notes Migrator

Management

Streamline the implementation and enforcement of access,
provisioning, and lifecycle management policies with
complete, unified management and control over SharePoint
content, customizations, users, security, and sites.

= Administrator = Report Center

= Content Manager = Governance Automation*
= Deployment Manager = DocAve Online*

= Replicator

Protection

@ y Protect all critical SharePoint assets from network failure,
non-compliant content, and accidental deletion to ensure
continuous SharePoint platform availability.

* Archiver * Vault
* Backup and Restore = Governance Automation*
» High Availability = DocAve Online*

= SQL Server Data Manager

How to Buy DocAve

Call: 201.793.1111
3 Second Street

Jersey City, NJ 07311

E-mail: Sales@AvePoint.com

Evaluate DocAve for free at:
www.AvePoint.com/download

AvePoint Global Headquarters.

Phone: 201.793.1111 Fax: 201.217.8709

Integration

Integrate SharePoint environments with existing
network or cloud file-based content, or other
SharePoint farms, to consolidate access to
enterprise-wide digital assets without migration.

» Connector

* Replicator
= File Share Navigator*

Optimization

Deliver high-performance global collaboration while
lowering SharePoint total cost of ownership (TCO) with
efficient Microsoft® SQL Server® storage and content
lifecycle management.

= Archiver = Storage Manager
= Connector = File Share Navigator*

= Report Center = Governance Automation*

Reporting

Single pane access to a wide variety of mission-critical
content, data, and trending statistics to generate
customizable reports and alerts based on growth,
performance, usage, or legal eDiscovery requests for
proactive decision making.

"" DocAve eDiscovery = Governance Automation*
= Report Center

For US Government Organizations:
DocAve can be purchased directly from

G SA AvePoint or through the GSA website at

www.GSAadvantage.gov.

For more information on why you should choose AvePoint as your strategic SharePoint partner, visit www.avepoint.com.
Can’t get enough DocAve? Continue the conversation by joining our community site www.avepoint.com/community/.
*Standalone products can be purchased independently of DocAve 6 Software Products.

Accessible content available upon request.

© AvePoint, Inc. All rights reserved. DocAve, AvePoint, and the AvePoint logo are trademarks of AvePoint, Inc. All other marks are trademarks of their respective owners.
"
Deployer User Guide.pdf,b90155f0-f06b-4a47-b811-536ca276fab9              ,http://msfdemo.isearch.com:18605/Demo MSF/Deployer User Guide.pdf,1,2023-01-25 06:40:53.000,2023-01-25 06:40:53.000,Govind                                                                                              ,Guru                                                                                                ,"Tzunami

Migration Masters

Tzunami Deployer
User Guide

Learn how to successfully migrate ECM contents to
Microsoft SharePoint using Tzunami Deployer.

Version 2.8
Table of Content

COMMENTS AND SUGGESTIONS

1 TZUNAMI DEPLOYER FOR SHAREPOINT MIGRATION .........csccsssssssssssssssssssssssessessessessessessessessessessesseseeses 1-1
TZUNAMI DEPLOYER OVERVIEW .....c.ccsesccssssescsecseeecsesesecsusensecsusesseseasensessasensessusessessasesseseaseaseseaseseeseasesseseaseneeseasese 1-2
Supported Source SYStOMs......ceccecssceseeeeseeseeecseeecseeseeecsecaeeeeseeaeeaesecaeeaeeecaeeaseesaeeessesaeeesesaesaseesesaeeeeeeeate 1-2

Supported Target Systems
TZUNAMI DEPLOYER WORKFLOW...
Key Features... eeeeceesseseessecseessecseeeeesaeeseesaecseseaeeaesaseaeeseseaeeseeeaecaeeaeeaeseseaeseseaeseeseaesaeseaseaeeeeseaeeenseaees
LICENSING INFORMATION. .....cccccesssseseesssecseeecseceesesaececseseacecseseaseeseseasessessasesseseasesseseasesseseacesseseacesseseaseseesaaeeseesaases

CREATING A NEW MIGRATION PROJECT.

SAVE A PROJECT
3 CONNECTING AND LOADING SERVERS. .........sssssssssssssssscssssssssseecsssecssscsessesessssccesscsesseseseseaceseccesecasaseesens 3-10
CONNECTING AND LOADING SOURCE SERVER......:csccssssesessceeeecseceeeecsaceeecsasesseseasessessaceseessaseseessuseseseasesesaaseseeseases 3-11

Loading from File System
Connecting and Loading from Source SharePoint.
Loading from TDX File
CONNECTING AND LOADING TARGET SERVER...
Connecting Microsoft Office 365 ...
Connecting and Loading SharePoint WFE Server ..

Connecting and Loading SharePoint Server (without using Remote Service) .........:esceceseeeeeeeeeeeeeees 3-30

Connecting and Loading SharePoint 2003 ..

Reloading SharePoint Items

Removing SharePoint Project ........ceccecssceseeceseesceeeseeecseeseeeesesaeeecsesaeeeeseeaeeeesesaeeeesesaeeetsesaeeessesaeeeeeesaeees
BEST PRACTICE ....ssescessssescsssseeecsessececsessnsecsasenecsaseasecsaseasessuseasessuseaseseaseaseseaseaseseasegeeseusesseseasesseseaseseeseuseaeeseasas

4 MODELING, DEPLOYING AND COMMITTING DEPLOYER PROJECT ........s:cssssssssessessssssssesssssessessesesesseeee 4-34

MODELING SHAREPOINT TARGETS

Modeling SharePoint Structure.. .
Modeling SharePoint Metadata Service ........eeccecssceeeeesseseeeeseeeeeeseeeesecaeeeesecaeeeeseeaeeessesaseesesateeteetaeeee 4-41
Viewing Security Information

Modeling SharePoint Security and Permissions
Find and View It€MS ......c cece eeneeseeeeseeseeeceeesesseneeesesessesseeeesesaeeceeesesseeeeeesesassaeeeesessseseeeesesaeeaeness

DEPLOYING SOURCE DATA FOR MIGRATION
Deploying Selected Source Items to a Target SharePoint Locations..

Defining Deployment Options
Mapping Security Information ........ccecesceceecsseeseeeeseeeeeeeseeeeseeaeeecsesaeeeeseeaeeeesesaeeessesaeeetsesaseesesseeaeeesaeees

wo

Migration Masters
Best Practice for deploying source.
COMMITTING THE MIGRATION

COMMIttINg NOW .0... eee eeeeseeeceeeeeeeeeeeaeeeeeseeseesaeeaeeseeeaeeseeeaecseseaesaeeeaeeaeseseaeeseseaesseseaesaeeeeseaeeeeseaeeeeeaees

Schedule Commit ....

Batch Mode Commit .. .

Best Practice for Committing a Deployer Project .........cceccecsseeseeeeteeeeeeeseeeeseeseeeesecaeeeesesaeeeteeeseeeeeeeseeee 4-90

5 CONFIGURING TZUNAMI DEPLOYER ADVANCE FEATURES..

RULE ENGINE

Configuring Rule Engine

Opening the Rule Sets... .
Specifying Rule Set LOCATION ........eseeeeecsseeceeeeseeeeeeseeeeseeseseeseeaesecsesaeecsesaeecsesaseeeseeateecsesateeseetaeeaseetaees 5-94
Rule Sets Editor
Creating a New Rule Set

Copying a Rule Seto... ee eeeceeceseecceeeseeecseeseeeeseeaeeecsesaeseesesaeseesesaeeeesesaeseesesateessesateeaesaseecsetateessetateeeaeeatee
Creating a Rule in a Rule Set
Copying and modifying a Rule in a Rule Set
Defining Conditions ........cceeesseeeeceseeceeeeseeecseeseecsesacsecsecaesecsesaesecsesaesecsesassecsesassecaeeasesaeeaseesaeeeseeeaees

Defining Actions
TZUNAMI DEPLOYER OPTIONS ..

SharePoint Connectivity ........sceccecescecessesceeeeeseeecseesceecseeacsecaeeeesecseeeesesaeeessesaeeassesaeeesesaseeseesaeeeseeeateee
SharePoint Timeouts
SharePoint Read Settings .
SharePoint Commit Settings.........ccceccsssceccseseecceeeseeecseeeceecseeeeecseeeeseeaeeecsesaeeessesaseesetaeeeseesaeeaseesaeees
Deployment
Mappings...
SQCUIILY eee eeeeeeeseeeeeeseeeeeeeeeseeeaeeseesaeeaeeseeeaecseeeaesaessaeeaessaesaesseseaeeaeeeaeeaeseaeeaeeeeesaeseeeaeeeseaeseeeaeseeeeatees
Active Directory
Membership Provider
Rule Engine
Auto Fixes
Others..
Link Registration.. we
LOGGING «oe. ee eeeeeeeeceeseeseeeeeeseeeeeaeeseeeaecseeeaeeaeeseeeaeeseeeaecseeeaesaeeeaesaeeeesaeeseesaeeseseaesaeseaesaeseneeaeseaseeeeateaee

FOLDER AND FILE NAMING CONSIDERATIONG............sssssssssssssssssessssssssssasssessssassassassassassasesesasesseassassassaseaseaeeas |

FOLDER PATH AND FULLY QUALIFIED FILE NAME LENGTHS .

Restrictions

NAMING CONSIDERATIONS.

EXECUTION REPORT .....sscscescsseseescssceeeecseceseecsacecsecsacessessasessessasesseseasesseseasessessasessessasesseseasesseseaseaeeseaseseeseasaaeeseaseaes Vi

tuna

Migration Masters
UNEXPECTED ERRORS......cscescsseseescssesesessececsessacecsesaaecseseaseeseseasessesaasessesaaseeseseaseseeseaseseesaacessesaacessesaaeessesaaeeseeseases Vil
FREQUENTLY ASKED QUESTIONS .......ccescsssseeeeseceeeecsaceesecsasessessusesseseaseaseseaseaseseasessessaseaseseaseaeeseeseaeeseeseaseseaseaeeseesagees xX
Installation
Permissions

Migration...
Security

Broken Links
Batch and Command Line Operations.

Remote Operation se
LOGGING oo. eee eeeeceeseeeeeeseeeeeseeseeeeeeaeeseesaecseeeaecseeaesaeesaeeaeeseseaeeaeeeaseseseaeeaesseseaeeeseaesaeseaesaeeeaesaeeeaseaesenseaees

COPYRIGHT AND TRADEMARK..........scsscssessesessessessessessessessessessessessesseseeseeseeseeseeseeseeseeseeneeseeneeseeseeneeneeneeneenes XIV

tuna

Migration Masters
PREFACE

ABOUT THIS GUIDE

This guide helps you to use the Tzunami Deployer and migrate contents from legacy ECM

systems to Microsoft SharePoint.

This preface contains the following topics.

Intended Audience
Structure

Related Documentation
Conventions

Technical Support

Comments and Suggestions

INTENDED AUDIENCE

Tzunami Deployer Administrators’ Guide is intended for:

System Administrators who are responsible for setting migration environment using
Tzunami Deployer.

Project Managers and IT Managers who create and regulate usage of Tzunami
Deployer.

STRUCTURE

This Tzunami Deployer User Guide is organized as follows:

Tzunami

Migration Masters

Preface contains the overview of this manual.

Chapter 1 ‘Tzunami Deployer for SharePoint Migration’ provides the overview of
Tzunami Deployer.

Chapter 2 ‘Getting Started with Tzunami Deployer’ explicates how to create a
Deployer project and save a project for future migration.

Chapter 3 ‘Connecting and Loading servers’ illustrates how you can load a Source
ECM contents and target SharePoint in the Deployer Project.

Chapter 4 ‘Modeling, Deploying and Committing Deployer Project’ explains how
you can model the target SharePoint and deploy Source content. It also explains
ways you can commit a Deployer project.

Chapter 5 ‘Configuring Tzunami Deployer Advance Feature’ describes you how to
configure Tzunami Deployer settings.

Page | |
RELATED DOCUMENTATION

For more information, see these Tzunami Deployer resources.

Table 1: Tzunami Products Documentation and Resources

Products

Tzunami Deployer

Tzunami Deployer
Licensing Service

Exporters

Tzunami AquaLogic
Exporter

Tzunami Documentum
Exporter

Resource

Tzunami Deployer
Installation Guide

Tzunami Deployer User’s
Guide

Licensing Service Guide

AquaLogic Exporter Guide

Documentum Exporter
Guide

Brief Description

Describes how to run the setup program and
complete the installation and configuration of
Tzunami Deployer and Tzunami Deployer
Service Components.

Elaborates the steps required to create, Load,
model, deploy and commit a Deployer project.

Explains step by step instruction for Tzunami
Deployer licensing service.

Supports migration of BEA AquaLogic User

Interaction portal contents to Microsoft
SharePoint.
Supports migration of Documentum

repositories and content management services
to Microsoft SharePoint.

Tzunami DocuShare
Exporter

DocuShare Exporter
Guide

Facilitates migration of Xerox DocuShare web
contents to Microsoft SharePoint.

Tzunami eRoom
Exporter

Documentum eRoom
Exporter Guide

Supports extraction of all rooms on the server
and guides migration to Microsoft SharePoint.

Tzunami Exchange
Exporter

Tzunami Hummingbird
DM5 Exporter

Exchange Exporter Guide

Hummingbird DM5
Exporter Guide

Guides migrating Exchange contents to
Microsoft SharePoint.

Supports migration of Hummingbird DM
enterprise contents repositories to Microsoft
SharePoint.

Tzunami Livelink
Exporter

Livelink Exporter Guide

Supports migration of LiveLink contents to
Microsoft SharePoint.

Tzunami Lotus Notes
Exporter

Tzunami Confluence
Exporter

Tzunami Oracle WCI
Exporter

Tzunami Google
Exporter

Tzunami SharePoint
2001 Exporter

Tzunami

Migration Masters

Lotus Note Exporter
Guide

Confluence Exporter
Guide

Oracle WebCenter
Interaction Exporter
Guide

Google Exporter Guide

SharePoint 2001 Exporter
Guide

Supports migration of Notes contents to
Microsoft SharePoint.

Support migration of Confluence Enterprise
wiki contents to Microsoft SharePoint.

Support migration of Oracle WebCenter
Interaction components to Microsoft
SharePoint.

Support migration of Google Drive contents to
Microsoft Sharepoint.

Provides user interface and basic functionalities
of Tzunami SharePoint 2001 Exporter.

Page | Il
CONVENTIONS

The following text conventions are used in this document:

¢ Commands and keywords are given in boldface

¢ Terminal sessions, console screens, or system file names are displayed in fixed
width fonts

A Caution indicates that the described action might result in program malfunction or data loss.

SP Notes contain helpful suggestions about or references to materials not contained in this
manual.

4 Tips provide information that might help you solve a problem.

TECHNICAL SUPPORT

Before contacting Tzunami Deployer Support team, ensure that you are referencing the
latest copy of this user guide from:

http://download.tzunami.com/go.aspx?UserGuide=Download

If you have searched our reference materials and the issue still persists, contact Tzunami

Deployer Support Team at support@tzunami.com

COMMENTS AND SUGGESTIONS

Your feedback is important to us and will help us to provide the most accurate and high
quality information possible in our documentation. Send us comments or suggestions by
email to support@tzunami.com. Be sure to include as much of the following as possible:

e¢ The document title.

e The location that the document was accessed from (either downloaded from
Tzunami web site or the Tzunami Deployer User Guide available in Tzunami
Deployer).

e The section or chapter number and the original text found in the document.

When you send information to Tzunami Deployer, you grant Tzunami a non-exclusive right to
use or distribute the information in any way it believes appropriate without incurring any
obligation to you.

tuna

Migration Masters
1 TZUNAMI DEPLOYER FOR SHAREPOINT
MIGRATION

This chapter describes the features of Tzunami Deployer for SharePoint that are
documented in this guide and provides pointers to additional information. It contains the
following topics:

¢ Tzunami Deployer Overview

¢ Tzunami Deployer Workflow

e Licensing Information

we ==

Migration Masters
TZUNAMI DEPLOYER OVERVIEW

Tzunami Deployer is the leading tool for rapid migration and consolidation of content from
multiple sources into Microsoft SharePoint Products and Technologies.

Tzunami Deployer enables organizations that wish to start using or upgrading their
SharePoint to dramatically reduce migration costs. Using Tzunami Deployer, the time
required for a SharePoint content migration project is significantly reduced compared to the
traditional labor-intensive processes.

Tzunami Deployer enables you to prepare modeling and migration plans offline and even
off-site. Any changes performed in Tzunami Deployer do not actually affect the SharePoint
server until you choose to commit them. For more information about Microsoft SharePoint
Products and Technologies, refer to: http://www.microsoft.com/sharepoint/default.mspx.

Supported Source Systems

e SharePoint Portal Server 2001
¢ SharePoint Portal Server (SPS) 2003
e¢ Microsoft Office SharePoint Server (MOSS) 2007

e SharePoint Server 2010(SPS2010) and SharePoint Foundation 2010
(SPF2010)

¢ Microsoft Office 365

e SharePoint Server 2013 (SPS2013) and SharePoint Foundation 2013
(SPF2013)

¢ Local File System and Remote File Servers
e Exchange Server

e Lotus Notes and Domino Server Databases
e BEA AquaLogic 5.x, 6.x and 6.5

e EMC Documentum

¢ Xerox Docushare

¢ EMC Documentum eRoom

¢ = OpenText LiveLink

e¢ Hummingbird DM5

e Atlassian Confluence

¢ Oracle WebCenter Interaction

e HyperWave

¢ Google Drive

e Custom Repositories

ua =

Migration Masters
Tzunami

Supported Target Systems

Windows SharePoint Services (WSS) 3.0
Microsoft Office SharePoint Server (MOSS) 2007

SharePoint Server 2010(SPS2010) and SharePoint Foundation 2010
(SPF2010)

Microsoft Office 365

SharePoint Server 2013 (SPS2013) and SharePoint Foundation 2013
(SPF2013)

TZUNAMI DEPLOYER WORKFLOW

Migration Masters

s ings
== Service 5
s Active
B Directory
< a
“ pahigg ss PRESSES aS >
’ / \
so eo comme Commit 1
~ i , og
TDX _ I
| Tzunami !
ee | Remote SharePoint 2013!
sects | Service SharePoint 2010
cacleoge sa Se a OR pan 2007,
( Tzunami Deployer Using Remote service )
File System J

Link
Resolver
Service

Read Usersaa

]
;
yp!
i
&
eer
ae

TDX
‘
Tzunami
ployer
Model and Deploy,

( Tzunami Deployer Without Using Remote service )

File System

Figure 1: Tzunami Deployer Content Migration Workflow
Tzunami

Migration Masters

Key Features

Easy to use— Similar to the windows file explorer, Tzunami Deployer has a
familiar, tree-based, drag and drop user interface.

Migrates all List Types— Custom Lists, Document Libraries, Folders, Issues,
Task, Contacts, Announcements, Discussions, Web Part, Home Page, Quick
Launch, Wiki Site, Content Type etc. can all be migrated while preserving
views, metadata, and user-edit information.

Copying contents within SharePoint servers— Tzunami Deployer supports
the copying of content between and within SPS2013/SPF2013, Office 365,
SPS2010/SPF2010, MOSS/WSS3.0 and SPS2003/WSS2.0 servers, sites and
lists.

Modeling and deploying tool— Leading tool for modeling, customizing, and
designing SharePoint sites, lists, libraries, and folders etc. as well as
managing security settings.

Metadata editing and mapping— Tzunami Deployer’s metadata editing and
mapping features provides a central point for metadata administration for
all SharePoint sites.

Retain your valuable data— When deploying content to SharePoint, Tzunami
Deployer maps metadata properties of source items to target columns in
SharePoint libraries and lists. If no appropriate columns exist in the target to
host your source properties, you can create them on the spot.

Migrate permission— When migrating content into SharePoint, Tzunami
Deployer analyzes security permissions in the content sources and allows
mapping of source users, roles and permissions to corresponding
SharePoint users, groups, roles and permissions in order to best match the
existing settings.

Offline simulation environment-— Tzunami Deployer loads all source and
target information into a Tzunami Deployer project. This enables Tzunami
Deployer to be used to make modifications and deployment plans even
when it is not connected to either the source or the target machines.

All modification and deployment actions performed in Tzunami Deployer are
not executed immediately. Rather, these changes are recorded in a Tzunami
Deployer project. You can duplicate a Tzunami Deployer project to create
several modeling and deployment scenarios, and choose the one best suited
for your needs.

Tzunami Deployer only applies the changes to the target location and
uploads the content from the source locations when you perform the
committing stage.

Page | 1-4
All changes performed by Tzunami Deployer are done through the
supported SharePoint API’s. Tzunami Deployer does not perform any
unsupported direct writes to the SharePoint databases.

LICENSING INFORMATION

There are currently two types of licenses.

Evaluation License: Each Tzunami Deployer and Exporters are installed with a
default evaluation license which limits the number of items that can be migrated
from each container. Refer to Tzunami Deployer Licensing Service Guide for more
Details.

Full License: This type of license determines the amount of data that can be
migrated from the source system to the target SharePoint. When committing
content to the target SharePoint, Tzunami Deployer Remote Service communicates
with Tzunami Licensing Service to check the availability of license.

Tzunami Deployer Licensing Service provides project managers with the centralized
point of management for the Tzunami Deployer licenses. For more information, see
Licensing Service Guide.

If you do have a valid license installed, or the license that you have installed is expired, you
will be prompted to install a new license when you run Tzunami Deployer for SharePoint
Migration. To purchase a new license, contact Tzunami Sales Team at sales@tzunami.com.

If an error message appears, contact the Tzunami Support Team at support@tzunami.com.

To evaluate Tzunami Deployer you do not need Tzunami Licensing Service. If you need
Tzunami Deployer evaluation license, please contact Tzunami Support.

Tzunami

Migration Masters

Page | 1-5
2 GETTING STARTED WITH TZUNAMI
DEPLOYER

This chapter describes how to create a project in Tzunami Deployer and save Deployer
project for future use. This chapter contains the following topics:

e Creating a New Migration Project

e Save a Project

we ==

Migration Masters
CREATING A NEW MIGRATION PROJECT

Tzunami Deployer stores all the information related to a particular project in a Tzunami

Deployer project. The project consists of a file system folder, which contains the Tzunami
Deployer project file (information describing the SharePoint structure and changes that will

be executed on the target).

Begin using Tzunami Deployer by creating a new project.

To create a project:

1.

2.
3.

Tzunami

Migration Masters

Launch Tzunami Deployer and select File > New. The New Project window appears.

x
Project Name: [
Project Folder: [D:\Deployer2.8\March 24 Browse...

Project will be created at:

0 Source SharePoint 2010

Source SharePoint 2007 |
1 Source SharePoint 2013 fe

Deploy to: DD Taroet Office 365 ~
CO Target SharePoint 2003
1 Target SharePoint 2007 |

re |

Figure 2: New Project Window

Enter a name for the project in the Project name field.

In the Project folder field, enter the location where you want Tzunami Deployer to
create the new project folder.

The project folder contains all the definitions that you create in Tzunami Deployer, automatic
backups of the project, as well as logs and reports of the activities that are performed in and
by Tzunami Deployer.

Tzunami Deployer (x64) does not support SharePoint 2001.

Select one or more types of source systems to be migrated in this project

One of Tzunami Deployer’s advantages is its ability to consolidate several source
systems into a single target SharePoint server. The source options that are available
for selection are determined by the license that you installed, as described in the
previous section. Options that are not permitted by your license are not available for
selection. For e.g. SharePoint 2003 is not available in the window above. For more
information about the Tzunami Deployer license, and for support of systems that are
not listed, contact the Tzunami Support Team.

Select a target system for the migration in this project.

Page | 2-7
6. Click OK. Tzunami Deployer creates the new project folder and initializes the project
files in it. The Project window appears. Initially, both parts of the Project window are
empty.

2/51 x!

File View Data Tools Help
] ©f | D YO GA ~ | Filesystem: 5, AddFileSystem 2, Add HyperWave gj | eRoom: §JExport (2-Load 2 2

L-)

Name #Versions | Deployed To

Figure 3: Project Window

The top half of the Project window uses a Windows Explorer style folder tree and details list
to display the structure and content that has been loaded from the source systems. The
bottom half of the Project window uses a similar approach to display the structure and
content of the target SharePoint. The details list in the top and bottom parts of the Project
window show columns of metadata properties and other information for the children items.

The status bar indicates various types of information, such as the currently listed and
selected items and the status and progress of Tzunami Deployer processes. An indicator on
the left of the status bar displays red when Tzunami Deployer is busy or when a dialog is
open and Tzunami Deployer is waiting for user input. This indicator blinks yellow when
Tzunami Deployer is performing a background operation. During a background operation,
the current stage of the operation is also displayed, as well as a progress bar and the
estimated time remaining for the operation to be completed. The indicator is green at all
other times.

ua

Migration Masters
SAVE A PROJECT

When you save a project, you can save it to a folder on your hard disk drive, a network
location, disk, the desktop, or another storage location. To do this, select a desired
drive/folder from the Save As window. The Saving process is the same, regardless of what
location you choose.

You should save the project frequently while you are working on it to avoid losing data
because of an unexpected power failure or other problem.

To save a project:

1. Click ad

Or

Select File > Save
Or

Press Ctrl+$

x
Project name:
Project folder: |D:\Friend and Co Browse... |

Project will be created at

[0K] conca_|

Figure 4: Save As window

2. Enter Project name and Click Ok.

ua

Migration Masters
3 CONNECTING AND LOADING SERVERS

This chapter explains how to connect and load sources content and target SharePoint in
Deployer project. This chapter contains the following topics:

¢ Connecting and Loading Source Server

e Connecting and Loading Target Server

e Best Practice

Tuna 8B

Migration Masters
CONNECTING AND LOADING SOURCE SERVER

After creating a Tzunami Deployer project, you can load the information that describes the
source system’s hierarchy structure and the metadata properties associated with each item.
A tab appears in the Project window (Figure 3) for each source system type that you
selected in the New Project window (Figure 2). For more information about creating a
project, see Creating a New Migration Project on page 2-7.

The loaded information is only read from the source system and no modifications are made to
the actual source at any time during the migration process.

You can load information into Tzunami Deployer from one or more of the following source
stores:

e File System — Tzunami Deployer can load information directly from your file system.
For more information, see Loading from File System on page 3-11.

e¢ SharePoint Web Front-End server— Tzunami Deployer can load directly from a
source SharePoint 2003/2007/2010/2013 store. For more information, see
Connecting and Loading from Source SharePoint on page 3-14.

¢ Microsoft Office 365 — Tzunami Deployer can load directly from a source Microsoft
Office 365. For more information, see Connecting Microsoft Office 365 on page 3-
16.

¢ Tzunami Deployer Export (TDX) File — For certain source (such as AquaLogic,
Documentum, DocuShare, Exchange, LiveLink, and so on), Tzunami Deployer first
extracts structure and metadata information into a TDX file using Exporter modules,
and then copies the files into a separate directory on your file system (depending on
your export mode). For more information about exporting source data, see Tzunami
Exporter Guide. You can then load this TDX file into your project. For more
information, see Loading from TDX File on page 3-14.

BS Information loaded from a source system captures the contents of that store at the time it is
loaded (or exported, in the case of TDX files). If the source system is modified after being
loaded, these modifications are not reflected in your Tzunami Deployer project. To access the
up-to-date content of the source system, you must reload that system (or recreate the TDX
file, where necessary).

After loading, two numbers appear to the right of each folder name in the source tree, for

example §2 Log (0/22) The second number is the total number of items in that particular
folder and all its subfolders. The first number is the number of items that were deployed to
the target.

All source items are read-only and their icons are displayed with a blue lock (i) overlay.

Loading from File System

Tzunami Deployer can load directly from a file system into one or more root folders
that you can define in the source tree.

Tana

Migration Masters
Tzunam

Migration Masters

o—

You can load HyperWave directly from a File System by using HMI files generated by

HyperWave. HMI files are text files. It contains properties, their values and security

permission for a specific file folder.

4 In order for a .HMI file to relate to a file/folder, the HMI file should:

Be named after the related file/folder.

For Example — The HMI file sample1.doc.hmi relates to sample1.doc and contains its

properties and security permissions.

Have the correct value for the property ‘Type’

For Example — If the property Type is populated with the value ‘Link’, the file has to

be html (or similar) file.

HMI files must start with the following line:
“HyperWave Meta Information/1.1”
Followed by an empty line

To load a source file system:

1. Click us
Or

Right-click in the File System tab and select Add File System Root or Add

HyperWave Root.

& You can add as many roots as you want.

The Add File System Root window appears.

add File system Root xi)
Name: [Friends and Col

Location: [E\FiendsandCos—“‘ SéSOSCSC;*;*;*;*;*;*;*;*;*;*;*;C#@BFOW SEL.

M Analyze document content
Filter

T Created After Friday. February 03.2012 v
I Modified After Fiday . February 03,2012 +,
I Accessed After Friday. February 03.2012»

a

Figure 5: Add File System Root window

xi
Name: [Management

Location: [E\FiendsandCos—“‘ SéSOSCSC;*;*;*;*;*;*;*;*;*;*;*;C#@BFOW SEL.

F Hide internal properties [7 Overwrite file system properties [¥ Analyze document content
Filter

T Created After Thursday . November 24,2011
I Modified After Thursday . November 24.2011 >
I Accessed After Thursday . November 24.2011

a

Figure 6: Add HyperWave Root window

Page | 3-12
2. Enter a name for the file system root and specify the location of the source
file system folder to be loaded.

3. Select Created After, Modified After, and Accessed After to filter out the
files that will be loaded from the file system.

—

